gen,ST0_MS_ID_2018_1,ST0_MS_ID_2019_1,ST0_MS_OR_2018_1,ST0_MS_OR_2019_1,ST0_MS_OR_2020_1,ST0_MS_WA_2018_1,ST0_MS_WA_2019_1,ST0_MS_WA_2019_2,ST0_MS_WA_2020_1,ST0_MS_WA_2020_2,ST0_MS_WA_2020_3,ST0_MS_WA_2020_4,ST0_MS_WA_2020_5,ST1_MS_ID_2018_1,ST1_MS_ID_2019_1,ST1_MS_OR_2018_1,ST1_MS_OR_2019_1,ST1_MS_OR_2020_1,ST1_MS_WA_2018_1,ST1_MS_WA_2019_1,ST1_MS_WA_2019_2,ST1_MS_WA_2020_1,ST1_MS_WA_2020_2,ST1_MS_WA_2020_3,ST1_MS_WA_2020_4,ST1_MS_WA_2020_5,ST3_MS_ID,ST3_MS_OR,ST3_MS_WA,ST4_MS,ST0_DM_ID_2018_1,ST0_DM_ID_2019_1,ST0_DM_OR_2018_1,ST0_DM_OR_2019_1,ST0_DM_OR_2020_1,ST0_DM_WA_2018_1,ST0_DM_WA_2019_1,ST0_DM_WA_2020_1,ST1_DM_ID_2018_1,ST1_DM_ID_2019_1,ST1_DM_OR_2018_1,ST1_DM_OR_2019_1,ST1_DM_OR_2020_1,ST1_DM_WA_2018_1,ST1_DM_WA_2019_1,ST1_DM_WA_2020_1,ST3_DM_ID,ST3_DM_OR,ST3_DM_WA,ST4_DM,ST0_PH_ID_2019_1,ST0_PH_OR_2018_1,ST0_PH_OR_2019_1,ST0_PH_OR_2019_2,ST0_PH_OR_2019_4,ST0_PH_OR_2020_2,ST0_PH_OR_2020_3,ST0_PH_WA_2018_1,ST0_PH_WA_2018_3,ST0_PH_WA_2019_1,ST0_PH_WA_2019_2,ST0_PH_WA_2019_3,ST0_PH_WA_2019_4,ST0_PH_WA_2019_5,ST0_PH_WA_2020_1,ST0_PH_WA_2020_2,ST0_PH_WA_2020_3,ST0_PH_WA_2020_4,ST0_PH_WA_2020_5,ST1_PH_ID_2019_1,ST1_PH_OR_2018_1,ST1_PH_OR_2019_1,ST1_PH_OR_2019_2,ST1_PH_OR_2019_4,ST1_PH_OR_2020_2,ST1_PH_OR_2020_3,ST1_PH_WA_2018_1,ST1_PH_WA_2018_3,ST1_PH_WA_2019_1,ST1_PH_WA_2019_2,ST1_PH_WA_2019_3,ST1_PH_WA_2019_4,ST1_PH_WA_2019_5,ST1_PH_WA_2020_1,ST1_PH_WA_2020_2,ST1_PH_WA_2020_3,ST1_PH_WA_2020_4,ST1_PH_WA_2020_5,ST3_PH_ID,ST3_PH_OR,ST3_PH_WA,ST4_PH,ST0_Yi_ID_2018_1,ST0_Yi_ID_2018_2,ST0_Yi_ID_2018_3,ST0_Yi_ID_2019_1,ST0_Yi_ID_2019_2,ST0_Yi_ID_2019_3,ST0_Yi_ID_2019_4,ST0_Yi_OR_2018_1,ST0_Yi_OR_2018_2,ST0_Yi_OR_2018_3,ST0_Yi_OR_2019_1,ST0_Yi_OR_2019_2,ST0_Yi_OR_2019_3,ST0_Yi_OR_2019_4,ST0_Yi_OR_2020_1,ST0_Yi_OR_2020_2,ST0_Yi_OR_2020_3,ST0_Yi_OR_2020_4,ST0_Yi_WA_2018_1,ST0_Yi_WA_2018_2,ST0_Yi_WA_2018_3,ST0_Yi_WA_2019_1,ST0_Yi_WA_2019_2,ST0_Yi_WA_2019_3,ST0_Yi_WA_2019_4,ST0_Yi_WA_2019_5,ST0_Yi_WA_2020_1,ST0_Yi_WA_2020_2,ST0_Yi_WA_2020_3,ST0_Yi_WA_2020_4,ST0_Yi_WA_2020_5,ST1_Yi_ID_2018_1,ST1_Yi_ID_2018_2,ST1_Yi_ID_2018_3,ST1_Yi_ID_2019_1,ST1_Yi_ID_2019_2,ST1_Yi_ID_2019_3,ST1_Yi_ID_2019_4,ST1_Yi_OR_2018_1,ST1_Yi_OR_2018_2,ST1_Yi_OR_2018_3,ST1_Yi_OR_2019_1,ST1_Yi_OR_2019_2,ST1_Yi_OR_2019_3,ST1_Yi_OR_2019_4,ST1_Yi_OR_2020_1,ST1_Yi_OR_2020_2,ST1_Yi_OR_2020_3,ST1_Yi_OR_2020_4,ST1_Yi_WA_2018_1,ST1_Yi_WA_2018_2,ST1_Yi_WA_2018_3,ST1_Yi_WA_2019_1,ST1_Yi_WA_2019_2,ST1_Yi_WA_2019_3,ST1_Yi_WA_2019_4,ST1_Yi_WA_2019_5,ST1_Yi_WA_2020_1,ST1_Yi_WA_2020_2,ST1_Yi_WA_2020_3,ST1_Yi_WA_2020_4,ST1_Yi_WA_2020_5,ST3_Yi_ID,ST3_Yi_OR,ST3_Yi_WA,ST4_Yi,ST0_R_FD_ID_2019_4,ST0_R_FD_WA_2018_3,ST0_R_FD_WA_2019_5,ST0_R_FD_OR_2018_3,ST0_R_FD_OR_2019_4,ST0_R_FD_OR_2020_4,ST1_R_FD_ID_2019_4,ST1_R_FD_OR_2018_3,ST1_R_FD_OR_2019_4,ST1_R_FD_OR_2020_4,ST1_R_FD_WA_2018_3,ST1_R_FD_WA_2019_5,ST3_R_FD_ID,ST3_R_FD_OR,ST3_R_FD_WA,ST4_R_FD
176,2.392,2.105,2.928,2.366,3.658,4.877,2.903,2.318,3.7,3.101,3.604,3.888,2.501,3.036,2.801,2.439,2.019,3.292,4.513,2.72,2.145,3.486,2.908,3.421,3.695,2.257,2.273,3.037,3.336,3.103,19.435,15.257,19.557,16.95,18.646,24.456,15.341,17.593,19.517,15.489,19.336,17.154,19.169,23.795,15.427,17.587,17.503,18.553,18.936,18.434,28.397,23.232,24.91,24.105,19.815,28.172,25.097,21.599,15.43,25.9,16.529,16.101,15.061,18.004,22.761,23.472,14.583,26.274,13.383,24.779,22.093,24.648,23.39,18.581,26.069,23.888,26.619,21.218,30.566,21.436,21.197,20.151,22.599,28.003,26.337,20.794,30.994,18.502,28.417,24.423,19.085,21.262,4.225,3.603,3.211,7.616,6.227,4.473,2.816,4.087,5.789,3.139,5.889,4.885,3.719,3.519,6.533,3.35,4.379,2.887,5.721,4.028,2.812,7.1,4.154,3.3,3.979,2.465,6.094,4.056,3.318,4.257,1.536,4.008,3.627,3.145,7.603,6.298,4.529,2.971,3.926,5.519,3.022,5.914,4.717,3.712,3.319,6.36,3.213,4.135,2.76,5.544,4.184,2.861,6.815,4.063,3.56,3.543,2.738,6.274,4.043,3.682,4.392,1.662,4.56,4.392,3.986,4.26,5.923,7.8,13.582,37.376,51.875,49.619,16.154,20.386,34.669,32.438,16.211,19.725,6.522,46.215,10.55,27.711
177,2.235,2.283,2.36,3.048,4.022,4.233,2.398,3.201,3.364,2.814,2.608,4.013,1.932,2.896,2.944,1.931,2.593,3.52,3.922,2.233,2.914,3.173,2.649,2.557,3.814,1.797,2.274,3.135,3.075,2.965,19.71,15.779,23.359,20.414,21.891,20.952,13.782,17.378,19.802,16.05,22.691,20.359,21.829,20.965,13.883,17.505,17.926,21.626,17.451,19.135,34.129,22.398,30.968,30.118,22.998,24.931,25.49,21.294,22.2,27.744,16.901,17.964,18.893,18.084,23.501,18.631,20.37,23.376,15.178,29.589,21.698,29.578,28.31,21.677,23.619,24.381,26.78,26.514,32.077,22.065,23.091,23.647,23.455,28.777,23.636,25.058,28.29,20.06,33.226,26.189,20.338,22.864,3.419,4.206,2.99,7.632,6.068,5.218,3.539,3.809,5.375,3.141,5.753,4.982,4.97,2.846,8.682,3.123,3.404,2.541,4.271,5.188,2.928,3.657,3.979,3.823,3.401,2.637,8.005,4.19,3.795,5.346,1.962,3.426,4.137,2.951,7.677,6.25,5.243,3.64,3.657,5.211,2.96,5.809,4.804,4.49,2.822,8.409,2.979,3.269,2.406,4.446,5.113,2.943,3.915,3.983,3.973,3.414,2.961,7.844,4.359,4.089,5.059,1.909,4.723,4.412,4.036,4.324,9.093,24.093,12.387,42.509,54.394,62.796,19.175,25.496,37.524,41.677,28.21,20.63,9.542,51.949,17.003,33.233
178,2.317,2.373,3.273,3.409,3.948,3.872,2.664,1.291,3.707,3.285,3.846,3.901,2.628,2.966,3.019,2.662,2.935,3.44,3.675,2.525,1.297,3.451,3.015,3.62,3.705,2.354,2.347,3.466,3.148,3.098,21.213,18.212,18.668,17.481,21.583,20.372,19.029,16.799,21.086,17.925,18.81,17.684,21.346,20.666,18.62,17.274,19.506,19.28,18.853,19.176,29.205,26.42,34.696,30.209,22.232,25.577,34.204,20.896,14.092,24.491,11.3,22.055,17.504,18.583,28.168,19.681,22.365,23.596,17.124,25.542,24.602,33.102,28.768,21.2,24.338,31.718,27.344,20.794,30.63,17.934,25.799,22.51,23.546,31.154,24.48,26.006,28.523,21.186,29.18,28.6,20.043,23.226,3.222,5.914,3.589,10.448,7.175,5.079,3.866,5.222,6.245,3.333,6.603,5.293,4.632,2.987,6.918,4.122,4.277,3.063,5.105,4.935,3.352,6.989,3.957,4.423,3.628,3.606,7.886,5.915,5.113,6.496,2.495,3.317,5.569,3.469,9.869,7.224,5.128,4.049,5.031,6.006,3.195,6.467,5.159,4.313,3.065,6.787,3.864,4.093,2.927,5.098,5.122,3.47,7.067,4.297,4.747,3.76,3.524,8.395,5.919,5.07,5.943,2.347,5.481,4.784,4.863,4.974,9.859,16.378,14.45,44.153,56.571,55.707,19.619,27.105,39.554,38.286,23.113,21.444,9.986,52.032,14.86,32.634
179,1.979,2.041,2.117,2.81,2.963,4.084,2.964,2.405,3.965,3.148,3.443,3.574,2.054,2.637,2.736,1.908,2.386,2.924,3.724,2.781,2.223,3.632,2.89,3.271,3.375,1.872,2.041,2.859,3.163,2.92,20.475,18.119,18.633,17.997,22.324,21.33,17.102,19.292,20.483,17.939,18.79,18.152,21.992,21.371,17.103,19.115,19.211,19.645,19.197,19.368,26.071,22.321,33.191,33.426,19.534,24.796,30.465,24.753,27.567,29.539,16.099,12.007,14.904,19.455,24.652,20.625,17.05,25.336,12.881,22.667,21.366,32.019,30.983,18.699,23.474,28.797,29.53,29.819,34.249,20.969,18.334,20.003,22.821,30.515,24.879,22.918,30.177,17.246,26.305,27.201,20.172,22.715,0.354,0.322,1.217,7.414,7.141,5.1,3.722,4.695,5.221,3.346,6.648,4.809,3.993,3.415,5.74,3.352,4.062,3.131,5.894,2.885,2.884,6.466,4.458,4.109,3.429,3.413,6.896,3.846,3.552,4.096,1.98,1.126,0.978,1.383,7.439,6.981,5.128,3.791,4.519,5.063,3.187,6.39,4.663,3.873,3.27,5.628,3.227,3.881,2.948,5.599,3.487,2.966,6.403,4.285,3.939,3.403,2.915,6.939,4.121,3.949,4.474,1.943,3.795,4.397,4.068,4.123,6.155,3.602,12.449,37.831,50.149,56.049,16.236,20.777,33.398,36.575,13.69,18.669,6.604,47.3,8.761,27.671
180,2.191,2.581,2.451,2.995,3.666,3.871,2.755,2.327,3.886,2.726,3.165,4.389,1.539,2.841,3.195,2.011,2.541,3.382,3.666,2.582,2.113,3.582,2.563,3.1,4.137,1.391,2.372,3.098,3.084,2.978,21.655,18.549,21.858,19.847,21.173,18.683,17.852,20.396,21.557,18.398,21.637,19.878,21.341,19.496,17.87,20.081,19.978,20.952,19.149,20.032,35.176,21.717,36.17,29.59,24.228,23.584,27.974,20.153,16.342,27.2,16.5,16.805,14.014,14.209,29.994,17.736,21.085,27.489,10.723,30.801,21.006,34.66,28.273,22.672,22.364,26.742,26.95,21.933,32.907,21.225,21.638,19.294,20.839,32.584,22.637,24.841,32.001,15.878,34.439,27.265,19.445,22.703,3.166,3.66,0.27,6.597,6.798,4.795,3.505,2.991,6.693,3.668,7.14,4.423,3.672,3.745,7.126,2.256,3.069,3.1,3.603,4.206,2.832,5.06,3.487,2.756,2.116,1.639,6.384,2.285,2.47,3.956,0.465,3.205,3.678,0.462,6.734,6.763,4.842,3.559,2.862,6.399,3.406,6.919,4.289,3.619,3.325,6.936,2.216,2.959,2.841,4.036,4.166,2.299,5.257,3.343,2.907,2.303,2.002,6.119,2.575,2.818,3.96,0.716,4.14,4.317,3.151,3.788,8.61,6.846,8.407,45.17,64.318,59.969,18.203,28.022,47.118,42.774,15.011,16.741,8.571,56.355,8.458,32.425
181,3.098,2.822,2.284,3.038,4.165,4.092,2.442,2.496,3.326,3.136,3.318,3.405,2.449,3.678,3.385,1.871,2.582,3.603,3.808,2.278,2.299,3.144,2.898,3.185,3.299,2.237,2.886,3.139,3.086,3.067,18.948,19.596,18.925,18.673,20.426,23.44,16.771,19.365,19.197,19.039,19.101,18.796,20.67,23.195,16.822,19.171,19.118,19.523,19.73,19.499,34.926,28.567,36.609,34.166,22.349,26.87,34.618,26.847,22.834,33.527,19.55,18.616,21.102,17.078,26.192,19.55,22.089,25.087,17.105,30.36,25.705,34.888,32.385,21.555,25.73,32.52,31.208,27.506,36.812,24.242,24.037,25.457,24.033,31.832,24.8,26.682,30.122,21.045,33.997,30.109,22.365,25.423,2.966,4.398,1.317,6.781,6.056,4.958,4.283,5.159,4.961,3.716,7.473,5.665,4.319,3.051,6.834,3.864,3.857,2.923,4.254,5.299,3.708,5.073,3.536,4.46,3.005,2.583,7.803,5.1,4.457,5.26,1.733,3.132,4.283,1.496,6.997,6.358,5.006,4.323,4.961,4.877,3.503,7.039,5.423,4.1,3.099,6.685,3.633,3.71,2.803,4.507,5.198,3.299,5.282,3.856,4.34,3.273,3.175,7.878,5.083,4.469,5.195,1.851,4.476,4.686,4.297,4.476,8.874,18.7,16.828,48.757,59.501,55.689,19.169,31.629,42.321,39.142,25.334,23.288,9.536,54.747,16.893,34.594
182,2.55,2.479,2.143,3.045,3.778,3.781,2.695,3.099,3.762,2.644,3.313,4.167,1.766,3.146,3.12,1.788,2.585,3.4,3.588,2.533,2.783,3.487,2.512,3.197,3.946,1.616,2.487,3.044,3.15,3.024,21.979,19.684,19.847,20.568,21.859,21.65,16.262,19.702,21.93,19.33,20.006,20.547,21.97,21.635,16.45,19.529,20.63,20.841,19.205,20.175,24.896,27.163,31.858,29.357,24.35,22.814,34.201,24.607,17.084,26.79,17.2,18.852,17.9,18.061,27.031,16.36,18.464,20.947,11.272,22.093,24.424,30.833,28.127,22.935,21.936,31.959,29.235,22.723,32.106,22.078,23.448,22.563,22.852,31.12,21.912,23.951,26.111,17.038,25.731,28.014,19.645,22.608,2.357,4.291,1.196,8.798,7.038,4.908,5.749,3.831,6.046,4.005,6.7,3.923,4.234,2.94,5.783,2.976,3.55,2.683,4.649,3.994,1.801,6.059,2.798,3.063,2.409,2.566,7.708,3.458,3.22,3.631,0.344,2.427,4.248,1.247,8.613,7.003,4.957,5.366,3.681,5.801,3.627,6.658,3.892,3.952,2.833,5.734,2.811,3.404,2.467,4.703,4.159,2.255,6.086,3.073,3.312,2.596,2.298,7.349,3.468,3.334,4.159,0.703,4.8,4.234,3.535,4.069,9.97,7.866,13.172,44.095,61.057,66.333,19.379,27.003,44.391,46.811,16.843,20.041,9.747,56.452,11.024,33.525
183,0.839,2.281,2.814,2.373,3.977,3.629,2.789,1.969,3.246,3.469,3.213,4.335,2.343,1.646,2.942,2.287,2.001,3.448,3.446,2.602,1.81,3.079,3.192,3.067,4.108,2.125,1.648,3.032,3.121,2.874,21.255,17.633,18.136,21.377,21.971,20.21,18.338,20.366,21.19,17.698,18.785,21.249,21.975,20.531,18.294,20.21,19.444,20.67,19.678,19.992,27.305,25.189,34.242,28.308,23.612,27.62,32.965,23.165,19.739,29.953,17.772,19.201,17.534,16.516,24.514,18.192,23.08,22.242,13.862,23.952,23.544,32.684,27.5,22.391,26.131,31.043,28.373,24.841,34.282,22.66,24.042,22.487,22.444,30.197,23.533,27.071,27.29,18.794,27.59,28.527,20.552,23.441,3.018,5.314,1.673,7.967,7.323,4.734,4.463,3.807,5.232,3.476,8.911,5.207,4.534,2.905,7.464,3.831,3.914,2.718,4.763,4.877,2.829,5.433,3.066,3.617,2.055,2.969,7.135,4.352,3.777,4.054,0.993,3.154,5.001,1.805,8.043,7.302,4.823,4.447,3.662,5.125,3.276,8.017,5.048,4.208,2.951,7.278,3.581,3.752,2.596,4.859,4.914,2.819,5.762,3.387,3.789,2.594,2.658,7.306,4.367,3.909,4.544,1.191,4.902,4.656,3.889,4.39,8.757,13.023,11.929,38.962,64.784,70.702,18.694,22.025,47.875,49.919,19.985,19.464,9.062,56.99,12.307,34.108
184,2.169,2.676,2.403,2.608,3.719,3.656,3.105,2.49,4.377,3.114,3.151,3.873,2.535,2.841,3.264,2.052,2.187,3.292,3.497,2.899,2.303,3.937,2.898,3.031,3.675,2.282,2.407,2.963,3.258,3.059,20.831,18.608,19.826,19.109,23.977,21.629,17.703,18.881,20.816,18.362,19.948,19.165,23.203,21.632,17.681,18.889,19.589,20.772,19.401,19.962,27.483,26.832,31.876,30.014,22.778,23.938,31.237,22.14,21.544,27.182,17.95,19.872,23.205,21.244,26.405,19.647,21.683,24.414,16.321,24.149,24.986,30.225,28.58,21.809,22.839,29.551,27.571,26.513,32.278,23.284,24.986,27.138,25.719,30.649,24.759,26.388,29.317,21.365,27.787,27.643,21.715,23.906,2.555,3.906,1.924,9.307,7.502,4.698,4.186,3.738,5.844,3.487,5.45,4.924,3.815,2.635,6.535,3.302,3.869,2.811,4.778,5.4,3.264,5.543,2.773,3.489,3.09,3.207,7.61,3.544,3.929,5.44,1.971,2.837,3.868,1.995,8.942,7.286,4.762,4.175,3.588,5.648,3.275,5.884,4.764,3.734,2.712,6.395,3.136,3.704,2.639,4.805,5.193,2.906,5.69,3.226,3.834,3.179,2.833,7.563,4.032,3.989,5.075,1.858,4.801,4.291,4.049,4.304,10.879,15.988,12.326,46.993,63.488,54.454,20.096,29.902,46.196,38.736,22.575,20.183,10.463,55.328,13.961,34.062
185,2.013,1.952,2.694,3.915,3.822,3.426,2.328,3.423,3.161,3.421,3.439,3.991,2.489,2.693,2.664,2.261,3.414,3.334,3.263,2.279,3.182,2.986,3.18,3.246,3.78,2.333,2.033,3.456,3.224,3.094,19.646,17.385,21.552,20.173,20.394,21.952,17.551,18.6,19.762,17.398,21.275,20.138,20.636,21.89,17.527,18.618,18.58,20.683,19.345,19.656,28.135,24.567,30.6,29.631,22.438,23.849,27.552,25.212,15.741,31.326,17.94,19.414,20.391,21.413,24.335,19.512,23.78,24.739,20.238,24.573,23.237,29.212,28.241,21.33,22.725,26.272,29.778,22.462,35.391,23.202,24.582,25.275,26.078,29.894,24.663,27.952,29.676,23.519,28.211,26.481,21.923,23.694,2.826,0.531,2.964,7.728,6.813,4.96,3.758,5.134,4.998,2.525,7.131,5.598,4.818,4.375,7.695,3.456,3.894,2.394,4.349,5.375,2.335,5.371,3.897,4.165,3.136,2.826,8.216,4.947,4.026,5.297,2.835,2.97,0.882,2.928,7.82,6.922,5.009,3.842,4.952,4.894,2.451,6.914,5.397,4.342,3.818,7.51,3.293,3.733,2.308,4.54,5.355,2.788,5.852,4.022,4.225,3.277,3.003,8.24,4.958,4.351,5.22,2.295,4.302,4.666,4.353,4.452,8.413,15.233,16.029,36.892,51.508,53.672,18.445,19.936,34.525,35.321,22.446,22.046,8.813,46.977,14.828,29.9
186,2.631,2.656,2.223,3.148,3.928,3.828,2.599,3.261,3.461,2.886,3.112,3.948,2.057,3.25,3.246,1.858,2.682,3.452,3.622,2.462,3.011,3.257,2.705,2.974,3.753,1.905,2.602,3.117,3.153,3.06,20.762,18.63,22.382,22.181,21.354,22.557,16.685,18.165,20.771,18.445,21.874,21.929,21.627,22.417,16.728,18.271,19.608,21.81,19.138,20.258,30.239,17.294,30.989,27.971,24.567,27.397,29.023,26.283,18.741,31.302,16.74,16.97,17.916,21.171,25.378,16.567,20.651,17.811,15.953,26.394,19.364,29.826,26.957,23.013,25.773,27.515,30.611,24.18,35.343,21.876,22.223,22.838,25.091,30.545,22.095,25.431,23.059,20.036,30.032,26.72,20.328,22.857,2.997,2.056,2.099,9.614,7.192,6.032,3.654,3.511,4.241,3.348,8.386,4.147,3.253,3.29,7.797,2.427,2.93,2.359,3.362,4.945,2.319,5.088,2.333,4.148,2.689,2.027,6.014,2.813,2.643,4.567,1.395,3.075,2.3,2.098,9.315,7.067,6.002,3.663,3.378,4.308,3.043,7.711,4.054,3.393,2.934,7.535,2.33,2.849,2.146,3.706,4.872,2.316,5.402,2.719,3.632,2.75,2.269,6.252,3.066,3.257,4.478,1.226,4.751,4.127,3.415,3.969,10.147,17.246,10.928,44.704,60.062,52.543,19.58,27.594,42.605,36.568,23.359,19.266,9.947,52.639,13.894,32.609
187,2.351,2.585,2.56,2.735,3.927,3.586,2.939,2.494,3.811,3.019,3.963,4.411,2.79,3,3.226,2.111,2.313,3.467,3.506,2.72,2.301,3.514,2.834,3.728,4.155,2.488,2.467,3.084,3.348,3.152,20.122,18.5,18.243,21.694,20.42,21.703,15.868,20.161,20.133,18.473,18.652,21.548,20.859,21.652,16.143,19.785,19.303,20.353,19.193,19.656,26.728,23.833,39.005,32.018,26.617,29.742,27.576,24.018,24.573,31.258,16.25,19.394,21.162,21.247,29.23,19.122,19.01,22.124,16.673,23.287,22.968,36.892,30.474,25.242,28.248,26.711,29.284,28.639,35.208,21.893,24.559,25.561,25.403,32.758,24.36,25.063,27.378,20.928,26.925,29.734,21.803,24.577,3.171,4.545,2.08,6.533,6.439,3.648,3.647,3.231,5.235,2.719,7.333,5.462,5.049,3.412,8.201,3.785,4.074,2.77,3.884,2.996,2.647,5.781,3.117,3.723,3.57,3.027,7.866,4.697,3.808,4.535,2.184,3.217,4.485,2.124,6.676,6.502,3.703,3.727,3.112,5.083,2.704,6.892,5.205,4.43,3.268,7.897,3.522,3.891,2.67,4.213,3.595,2.946,5.933,3.524,3.95,3.479,2.989,7.656,4.612,4.096,4.724,2.067,4.311,4.581,4.019,4.284,9.218,16.457,15.525,43.761,67.362,70.955,19.242,26.792,50.495,51.243,23.263,22.316,9.609,59.894,15.372,36.672
188,1.894,2.184,2.805,3.057,3.833,3.468,2.379,2.119,3.174,3.127,3.127,4.303,3.867,2.576,2.855,2.319,2.612,3.353,3.283,2.226,2.024,2.965,2.925,2.966,4.035,3.474,2.07,3.215,3.18,3.017,19.446,16.284,20.14,22.565,21.182,20.666,17.617,19.919,19.615,16.597,20.211,22.336,21.414,20.914,17.608,19.726,18.106,21.32,19.416,19.803,31.779,26.566,30.289,27.777,24.303,29.391,26.57,22.026,20.144,26.112,18.75,19.552,18.519,19.449,25.548,19.852,16.105,25.955,19.154,27.909,24.708,28.908,26.605,23.075,27.676,25.436,27.146,25.17,30.403,23.715,24.477,23.548,24.445,29.339,24.746,23.222,30.659,23.208,31.547,27.38,20.89,23.5,2.082,2.418,2.064,7.156,7.261,5.965,4.812,3.838,5.476,2.977,7.481,4.936,3.27,3.573,7.348,3.752,4.05,2.948,4.544,4.833,2.731,3.357,3.36,3.686,2.621,2.764,7.395,5.086,3.873,4.001,1.735,2.626,2.57,2.134,7.258,7.168,5.955,4.785,3.688,5.308,2.883,7.082,4.799,3.462,3.375,7.152,3.538,3.875,2.798,4.67,4.85,2.91,3.682,3.652,3.905,2.969,2.875,7.424,4.772,4.048,4.532,1.749,4.605,4.516,3.884,4.271,13.216,14.714,17.923,45.142,61.243,53.094,22.35,28.134,44.021,38.04,23.092,23.958,12.718,53.782,16.107,34.38
189,1.674,2.871,2.818,2.553,3.773,4.188,2.492,3.136,3.483,2.888,3.481,3.867,2.067,2.368,3.462,2.322,2.157,3.35,3.929,2.402,2.898,3.289,2.708,3.308,3.673,1.897,2.269,3.063,3.205,3.029,20.821,18.547,19.842,19.659,21.445,21.165,16.347,19.088,20.812,18.409,19.887,19.679,21.505,21.216,16.406,19.032,19.611,20.357,18.885,19.618,31.611,29.774,33.724,31.917,25.953,26.245,31.556,25.392,18.45,27.24,19.16,20.585,21.34,18.492,27.183,21.821,21.028,23.517,16.593,27.692,26.664,32.166,30.403,24.821,25.204,30.042,30.033,24.284,32.244,24.169,25.494,26.048,24.239,31.178,26.528,26.046,28.517,21.449,31.33,29.528,21.736,24.702,4.099,2.761,3.023,9.153,6.808,5.086,2.81,4.018,5.39,3.655,7.307,5.013,4.081,2.349,7.18,3.62,3.688,2.823,4.642,4.645,2.659,5.966,4.231,3.485,3.385,2.993,8.322,4.214,4.096,4.365,1.354,4.075,2.896,3.033,9.036,6.874,5.124,3.025,3.863,5.244,3.408,6.99,4.858,3.934,2.584,7.008,3.404,3.544,2.656,4.75,4.74,2.832,6.155,4.141,3.845,3.373,2.855,8.183,4.384,4.083,4.74,1.48,4.829,4.474,4.155,4.42,4.273,19.558,17.025,43.362,67.031,60.258,15.618,26.388,49.611,43.64,25.691,23.139,5.986,56.93,16.997,35.128
190,3.091,2.387,2.625,2.569,3.764,4.273,2.52,2.854,3.699,3.043,3.399,3.715,2.548,3.63,3.033,2.189,2.186,3.357,3.971,2.345,2.622,3.423,2.855,3.248,3.539,2.335,2.686,3.031,3.235,3.103,21.599,20.999,21.282,18.519,21.718,21.512,17.843,19.108,21.564,20.396,20.972,18.757,21.737,21.535,17.847,19.088,20.98,20.489,19.49,20.237,23.744,23.358,28.162,27.252,26.011,29.401,30.089,25.687,29.823,30.557,13.1,18.158,17.381,22.144,27.626,19.007,20.178,29.972,16.312,21.09,22.562,27.842,26.851,24.489,27.652,28.563,30.207,32.091,35.233,19.34,23.541,22.698,25.39,32.223,24.198,25.498,34.409,20.732,24.728,27.638,22.181,24.038,4.196,5.057,3.193,7.304,6.447,5.287,3.827,4.341,5.283,3.216,7.856,4.952,3.862,3.619,8.604,3.131,3.992,2.924,4.875,4.463,3.287,7.08,3.472,3.296,2.776,2.688,7.499,3.739,3.692,4.42,1.87,4.202,4.982,3.217,7.415,6.585,5.315,3.915,4.168,5.142,3.08,7.278,4.807,3.827,3.374,8.242,3.071,3.812,2.766,4.858,4.538,2.891,7.142,3.634,3.674,2.947,2.697,7.289,3.987,3.796,4.568,1.839,5.053,4.662,4.024,4.483,13.886,2.521,13.346,47.501,67.193,67.824,21.805,30.269,50.398,49.75,14.108,20.183,12.173,60.523,9.728,35.533
191,1.052,2.481,2.617,3.121,3.952,3.417,2.624,1.901,3.67,3.303,4.512,4.107,2.227,1.877,3.108,2.127,2.655,3.483,3.363,2.476,1.758,3.437,2.966,4.105,3.898,1.965,1.847,3.208,3.188,2.987,19.71,17.79,20.564,19.427,22.272,23.111,19.132,20.649,19.886,17.801,20.548,19.487,22.134,22.872,19.059,20.31,18.844,20.723,20.747,20.262,27.102,22.068,32.306,28.133,25.78,27.299,32.565,23.219,20.09,27.189,15.2,15.944,16.35,16.46,23.524,22.815,17.595,21.491,14.11,23.803,21.891,31.052,27.076,24.301,25.857,30.675,28.22,24.771,31.385,20.661,21.456,21.395,22.214,29.045,26.209,23.466,26.623,18.98,27.441,28.12,19.586,22.694,3.237,1.389,2.841,8.108,6.005,4.478,2.944,4.027,5.103,2.965,7.197,5.112,4.477,3.342,7.025,3.243,3.624,2.811,3.582,3.94,1.885,5.086,3.244,2.998,3.388,1.517,5.25,3.131,3.268,4.385,0.857,3.277,1.844,2.781,8.001,6.21,4.566,3.162,3.871,4.967,2.843,6.919,4.916,4.119,3.142,6.834,3.068,3.477,2.642,4.087,4.088,2.385,5.304,3.334,3.233,3.105,2.332,5.742,3.254,3.228,4.271,1.096,4.225,4.41,3.378,3.936,8.095,8.417,10.647,31.709,66.645,53.986,17.868,14.802,48.912,38.644,16.091,17.901,8.236,51.17,9.578,30.15
